segment_0.wav|Շուշանը — մի պստիկ, լղար կին — կուչ էր եկել իրենց տան անկյունում:
segment_1.wav|Այդ տուն կոչվածը մի բավական մեծ խրճիթ էր, որ երբեմն տիրոջ կթան կովերի համար գոմի տեղ էր ծառայում:
segment_2.wav|Պատերն այնքան խոնավ էին, որ քիչ-էր մնում ջուր
segment_3.wav|Գետնից բավական բարձր գտնված մի հատիկ լուսամուտի չորս ապակիներից երկուսը կոտրված էին և տեղը թղթեր էին կպցրած:
segment_4.wav|Ներսն այնքան մութն էր, որ ցերեկվա լույսից մտնողը պետք է մի քանի րոպե սպասեր, մինչև որ բան տեսներ:
segment_5.wav|Սակայն դրսից լույսը մտնելուն քիչ չէին օգնում և հին փտած դռան տախտակները, որոնք ժամանակի ընթացքում չորանալով՝ մի-մի մատ հեռացել էին իրարից և իրենց արանքներից լույսի զուգահեռական գծեր էին շպրտում մինչև հանդեպի պատը:
segment_6.wav|Աշուն էր:
segment_7.wav|Ցուրտ քամին շրխկշրխկացնելով շարժում էր դուռը և սվսվալով ներս մտնում տախտակների արանքներից:
segment_8.wav|Լուսամուտի երկու կոտրված ապակու տեղ կպցրած թղթերն ուռչում փքվում էին դեպի ներս, դողում էին և ապա հանկարծ դեպի դուրս փլխվում շառաչյունով:
segment_9.wav|Շուշանն ամբողջ մարմնով դողալով կուչ էր եկել հնամաշ լաթերի վրա և վերմակի նմանություն ունեցող մի ինչ-որ բան էլ վրան էր առել:
segment_10.wav|Նա տնքում էր և քամու կատաղի ոռնոցի ու դռան շրխկշրխկոցի մեջ հազիվ էր լսվում նրա տնքոցի ձայնը,
segment_11.wav|երբեմն էլ ջղաձգաբար կծկվում էր, ատամները պինդ հուպ տալիս իրար ու հանկարծ բերանը լայն բանալով՝ երկարատև սուր ճիչ
segment_12.wav|Նա երկունքի մեջ էր, հազիվ երեսուն տարեկան, արդեն չորս որդի ուներ և մեկն էլ շուտով լույս աշխարհ պիտի գար:
segment_13.wav|Ո՞ւմ համար, ինչի՞ համար, ի՞նչ օրումն էին արդեն եղածները, որ մեկն էլ պիտի ավելանար:
segment_14.wav|Տավար քշող էր Շուշանի մարդը: Ղասաբները Սաղում տավար ու ոչխար էին առնում, տալիս էին Կարապետին, և նա քշում էր դեպի սպանդանոց, որտեղից այնուհետև մորթած մսերը ֆուրգոնի մեջ ածած, ինքն էլ վրեն բազմած՝ բերում հանձնում էր տերերին:
segment_15.wav|Կամ թե հավատացյալ մարդիկ մատաղացու էին առնում և տալիս նրան, որ տանի մորթի կամ մատաղ անողի տանը, կամ որևէ սրբի դռանը:
