segment_169.wav|Զինագործ Ասատուրը, հնամաշ արխալուղով, կաշե գոտկով, արբեցողությունից ուռած կարմրած դեմքով մոտ քառասուն տարեկան մի մարդ, որ ամբողջ թաղում և բազարում հայտնի էր Հոպոպ մականունով, երեկոյան իր հավաբնի չափ փոքրիկ խանութը փակելուց հետո տուն էր գնում:
segment_170.wav|Մի ձեռքին բռնած էր կես-թունգանոց մի գավ, որի պատերը տարիների ընթացքում սևացել էին կարմիր գինուց, մյուս ձեռքին կարմիր աղլուխի մի կապոց, որի մեջ կար մի քիչ «դոշ» (ձուկ), մի քիչ կանաչի, մի կապոց կարմիր բողկ և երկու սպիտակ «շոթի» (վրացական երկայն ու նեղ հաց), որոնց սուր ծայրերը երկար ականջների պես դուրս էին ցցված աղլուխի կապի արանքներից:
segment_171.wav|Արևը նոր էր մայր մտել, ամառային անտանելի տոթ եղանակը փոքր-ինչ կոտրվել էր, բայց և այնպես անշարժ օդը հագեցած էր արևից կիզված փոշու ծանր հոտով:
segment_172.wav|Թաղի կանայք երկարատև օրվա չարքաշ աշխատանքից հետո խումբ-խումբ նստոտած էին իրենց դռների առջև մերկ ոտներով մերկ գետնին, գլխների փաթաթանների կապն արձակած կիսաբաց կրծքներին և զբաղված էին իրենց սովորական խոսք ու զրույցով, որոնք բամբասանքներից դենը չէին անցնում:
segment_173.wav|Բոկոտն, գլխաբաց, կեղտոտ երեխաները ճանճերի պես իրար խառնված վազվզում էին փողոցներում ականջ խլացնելու չափ ճիչ ու
segment_174.wav|Հո՛պոպ, Հո՛պոպ, հանկարծ կանչեց երեխաներից մեկը:
segment_175.wav|Հոպոպն ամենևին ուշադրություն չդարձրեց այդ կանչին, որը, ինչպես երևում էր, մի՝ շատ սովորական բան էր դարձել նրա համար, և անտարբեր շարունակում էր իր ճանապարհը:
segment_176.wav|Քրտինքը ծորում էր նրա գդակի տակից ականջների հետևով և պուտ-պուտ կաթում խունացած ուսերին:
segment_177.wav|Հո՛պոպ Հո՛պոպ ծկլթաց երկրորդը, երրորդը, չորրորդը և վերջին այդ հատուկենտ ծկլթոցները միախառնվեցին և դարձան ընդհանուր մի աղաղակ այնքան սուր ու համառ, որ ամենաբթացած ջղերն անգամ կարող էին գրգռվել:
segment_178.wav|Հոպոպը երկար չկարողացավ համբերել, առանց ետ նայելու և շարունակելով ճանապարհը, սկսեց սարսափելի հայհոյանքներ թափել հետևից աղաղակող երեխաների հասցեին:
segment_179.wav|Երեխաները, ըստ երևույթին, այդ բանին էին սպասում, և նրանց աղաղակը դարձավ ավելի միահամուռ, ավելի սուր ու համառ, համեմված երեխայական անհոգ քրքիջով և մեծերից լսած փոխադարձ հայհոյանքով:
segment_180.wav|Նրանցից մի քանիսը սկսեցին նույնիսկ քարեր շպրտել Հոպոպի հետևից:
segment_181.wav|Սակայն Հոպոպը գնում էր իր համար, առանց նույնիսկ մտածելու, որ պաշտպանվի, թեև տեսնում էր, թե ինչպես քարերը հետևից գալով թռչում էին իրեն այս ու այն կողմից և գետնին ընկնելով փոշի էին բարձրացնում:
segment_182.wav|Նա միայն շարունակում էր իր հատընտիր հայհոյանքները:
segment_183.wav|Ըստ երևույթին, այդպես էլ կշարունակեր ճանապարհը մինչև տուն, եթե քարերից մեկը չդիպչեր նրա ոտին:
segment_184.wav|Երևի ոտը խիստ ցավեց, որովհետև հանկարծ կանգ առավ, մի ակնթարթում գինու գավն ու աղլուխի կապոցը դրեց գետնին, մի մեծ քար վերցրեց և արյունով լցված աչքերով պատրաստվեց շպրտելու երեխաների վրա:
segment_185.wav|Բայց մինչ այդ երեխաները ծկլթացին, շուռ եկան ու ցանուցիր եղան շեղակի նեղ փողոցներում: 
segment_186.wav|Վա՜յ ես ձեր
segment_187.wav|Թե մի կկանգնեիք, թե մի կկանգնեիք Քարով եք ուզում կռվի՞, դե կռվենք, էլի, ո՞ւր եք փախչում, ձեր
segment_188.wav|Փիե ՜, անց կենալ չի ըլում, էլի. վրա են թափվում, կասես գեղի շներ ըլեն:
segment_189.wav|Տո , ասա ես ձեզ բան եմ անո՞ւմ. թողեք, է՜լի, գնամ ինձ համար վեր ընկնեմ իմ տանը, ես ձեր
segment_190.wav|Նա քարը վայր գցեց, ցուցամատով սրբեց ճակատի վրա տված քրտինքը, մատը թափ տվեց, կռացավ և, շարունակելով հայհոյանքները, սկսեց ձեռքով տրորել ոտի այն տեղը, ուր դիպել էր քարը:
segment_191.wav|Հը , ուստա Ասատուր, էդ ի՞նչ ես ըտենց տաքացել,
segment_192.wav|ասաց այդ րոպեին նրա մոտով անցնող մի ծանոթ մարդ առանց կանգ առնելու:
segment_193.wav|Հոպոպը նայեց նրան, գավն ու կապոցը վերցրեց գետնից և, շարունակելով ճանապարհը նրա հետևից, սկսեց գանգատվել:
segment_194.wav|Տո, ըսենց էլ բան կըլի՞, մի հետ չըլավ, որ էդ շան լակոտները թողան արխային գնամ իմ ճամփով:
segment_195.wav|Հոպոպ հա, Հոպոպ: Տո, Հոպոպը: Հոպոպը ձեր թայն ա՞:
segment_196.wav|Էհ, երեխեք են, է՛լի, ուստա Ասատուր, ի՞նչ ես անգաջ դնում, ասաց ծանոթը շտապ քայլելով նրա առջևից:
segment_197.wav|Տո, ո՞վ ա անգաջ դնում, ես դրանց: Տեսնում են թե չէ, ոնց որ գեղի շները վրա տան: Քարեր էլ են գցում, քարեր:
segment_198.wav|Բայց ծանոթն այլևս չէր լսում նրան, նա ծռվեց մյուս փողոցը և անցավ գնաց:
segment_199.wav|Իսկ Հոպոպը, բարձրաձայն շարունակելով հայհոյանքներով համեմված իր բանակռիվը բացակա երեխաների հետ, մտավ իրենց փողոցը:
segment_200.wav|Դռներին նստոտած կանանց խմբերի մոտով անցնելիս մի ջահել կին կանչեց նրա հետևից.
segment_201.wav|Հո՛պոպ: Ու իսկույն ծիծաղելով դեմքը ծածկեց մոտը նստած ընկերուհու մեջքի հետևը:
segment_202.wav|Մյուս կանայք ուրախ հռհռացին, բացի մի պառավ կնոջից, որը մեղմորեն հանդիմանեց բացականչողին:
segment_203.wav|Հոպոպը ետ չնայեց, բայց, իհարկե, առանց հարմարավոր հայհոյանքի չթողեց իր հետևից կանչող կնոջը և անցավ գնաց:
segment_204.wav|Այդ հայհոյանքն այնքան անհամեստ էր, որ պառավը նկատեց կանչողին.
segment_205.wav|Հը՛, էդ էիր ուզո՞ւմ
segment_206.wav|Իսկ մյուս կանայք, մանավանդ կանչողը, ամոթից ծածկեցին բերանները և, իրար կողք բզելով, աշխատում էին զսպել ավելի սաստկացող հռհռոցը:
segment_207.wav|Այնուհետև մինչև տուն հասնելը Հոպոպի միևնույն հայհոյանքը զանազան վարիանտներով ուղղված էր միայն իր հետևից կանչող կնոջ հասցեին:
segment_208.wav|Ամբողջ թաղը Հոպոպ մականունով էր կնքել զինագործ Ասատուրին, ժողովրդական այն առածի հիման վրա, որ ասում է, թե «Հոպոպը ինքը հոտած էր, կարծում էր, թե բույնն է հոտած»:
segment_209.wav|Եվ իսկապես, շատ հոտած, այսինքն կռվարար մարդ էր զինագործ Ասատուրը:
segment_210.wav|Պատճառը թերևս իրենք թաղեցիներն էին, որովհետև, ինչպես ինքն էլ շարունակ գանգատվում էր, ոչ մի օր չէին թողնում, որ մարդը հանգիստ տուն գա:
segment_211.wav|Հոպոպին կատաղեցնելը մի կատարյալ զվարճություն էր նրանց համար:
segment_212.wav|Նույնիսկ այն ժամանակ, երբ նա տանը նստած, սուփրեն առաջին, գինու գավը կողքին, թուրքերեն բայաթի էր երգում իր ճաթած ձայնով, թաղի կանայք, որոնց մի առանձին հաճույք էին պատճառում նրա անզուգական հայհոյանքները, դրդում էին մի որևէ չարաճճի երեխայի, որ գնա չարացնի Հոպոպին:
segment_213.wav|Երեխան իսկույն վազ էր տալիս, գլուխը զգուշորեն ներս կոխում դռնից, կանչում «Հո՛պոպ» ու ծլկում արագավազ նապաստակի 
